4.4683 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
6.6522 	EXP 	Created ctl1_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ctl1_instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.6524 	INFO 	keyboard.Keyboard is using ptb backend.
6.6524 	EXP 	window1: mouseVisible = False
6.6757 	EXP 	Sound  set volume 1.000
6.6760 	EXP 	Sound  set volume 1.000
6.6762 	EXP 	window1: mouseVisible = False
6.6776 	EXP 	Created read_number = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='read_number', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.6777 	EXP 	window1: mouseVisible = False
6.6786 	EXP 	Created read_pausing = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='read_pausing', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.6786 	EXP 	window1: mouseVisible = False
6.7302 	EXP 	Created ctl2_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ctl2_instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.7304 	EXP 	window1: mouseVisible = False
6.7313 	EXP 	Created subtract_number = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_number', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.7313 	EXP 	window1: mouseVisible = False
6.7322 	EXP 	Created subtract_pausing = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_pausing', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.7323 	EXP 	window1: mouseVisible = False
6.7389 	EXP 	Created task_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_end_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Please wait for the next task to begin..', units='height', win=Window(...), wrapWidth=1)
0.0797 	INFO 	Keyboard events cleared
0.0798 	EXP 	window1: mouseVisible = False
0.0840 	EXP 	ctl1_instruction_text: autoDraw = True
0.8471 	INFO 	Keyboard events cleared
0.8475 	EXP 	Created sequence: sequential, trialTypes=1, nReps=6, seed=None
0.8477 	EXP 	New trial (rep=0, index=0): None
0.8478 	EXP 	window1: mouseVisible = False
0.8478 	INFO 	Keyboard events cleared
0.8479 	EXP 	Sound  reached end of file
0.8479 	EXP 	Sound  started
0.8533 	DATA 	Keypress: return
0.8608 	EXP 	ctl1_instruction_text: autoDraw = False
0.8608 	EXP 	read_number: height = 0.07
0.8608 	EXP 	read_number: height = 0.07
0.8608 	EXP 	read_number: height = 0.07
0.8608 	EXP 	read_number: text = 1022
1.0611 	EXP 	read_number: autoDraw = True
16.4644 	DATA 	Keypress: space
16.4757 	EXP 	read_number: height = 0.07
16.4757 	EXP 	read_number: height = 0.07
16.4757 	EXP 	read_number: height = 0.07
16.4757 	EXP 	read_number: text = '1009'
16.6635 	DATA 	Keypress: space
16.6759 	EXP 	read_number: height = 0.07
16.6759 	EXP 	read_number: height = 0.07
16.6759 	EXP 	read_number: height = 0.07
16.6759 	EXP 	read_number: text = '996'
16.9344 	DATA 	Keypress: space
16.9358 	EXP 	read_number: height = 0.07
16.9358 	EXP 	read_number: height = 0.07
16.9358 	EXP 	read_number: height = 0.07
16.9358 	EXP 	read_number: text = '983'
17.0813 	DATA 	Keypress: space
17.0929 	EXP 	read_number: height = 0.07
17.0929 	EXP 	read_number: height = 0.07
17.0929 	EXP 	read_number: height = 0.07
17.0929 	EXP 	read_number: text = '970'
17.2480 	DATA 	Keypress: space
17.2597 	EXP 	read_number: height = 0.07
17.2597 	EXP 	read_number: height = 0.07
17.2597 	EXP 	read_number: height = 0.07
17.2597 	EXP 	read_number: text = '957'
17.4311 	DATA 	Keypress: space
17.4433 	EXP 	read_number: height = 0.07
17.4433 	EXP 	read_number: height = 0.07
17.4433 	EXP 	read_number: height = 0.07
17.4433 	EXP 	read_number: text = '944'
18.7676 	EXP 	window1: mouseVisible = False
18.7677 	INFO 	Keyboard events cleared
18.7677 	EXP 	window1: mouseVisible = False
18.7705 	DATA 	Keypress: s
18.7779 	EXP 	read_number: autoDraw = False
18.7779 	EXP 	read_pausing: height = 0.07
18.7779 	EXP 	read_pausing: height = 0.07
18.7779 	EXP 	read_pausing: height = 0.07
18.7779 	EXP 	read_pausing: text = 'PAUSE'
18.7779 	EXP 	read_pausing: autoDraw = False
18.7779 	EXP 	ctl2_instruction_text: autoDraw = True
19.7143 	DATA 	Keypress: return
19.7290 	INFO 	Keyboard events cleared
19.7368 	EXP 	Imported stims/CTL2.xlsx as conditions, 6 conditions, 2 params
19.7372 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
19.7374 	EXP 	New trial (rep=0, index=0): {'Block': 1, 'StartingNumber': 1659}
19.7375 	EXP 	window1: mouseVisible = False
19.7375 	EXP 	Sound  reached end of file
19.7375 	EXP 	Sound  started
19.7457 	EXP 	ctl2_instruction_text: autoDraw = False
19.7457 	EXP 	subtract_number: height = 0.07
19.7457 	EXP 	subtract_number: height = 0.07
19.7457 	EXP 	subtract_number: height = 0.07
19.7457 	EXP 	subtract_number: text = 1659
19.7457 	EXP 	subtract_number: autoDraw = True
59.7365 	EXP 	window1: mouseVisible = False
59.7366 	EXP 	Sound  reached end of file
59.7366 	EXP 	Sound  started
59.7502 	EXP 	subtract_number: autoDraw = False
59.7502 	EXP 	subtract_pausing: height = 0.07
59.7502 	EXP 	subtract_pausing: height = 0.07
59.7502 	EXP 	subtract_pausing: height = 0.07
59.7502 	EXP 	subtract_pausing: text = 'PAUSE'
59.7502 	EXP 	subtract_pausing: autoDraw = True
64.0226 	DATA 	Keypress: escape
64.1714 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
64.1878 	EXP 	subtract_pausing: autoDraw = False
64.1878 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
64.2018 	INFO 	saved data to 'c:\\Users\\neuro\\GitHub\\fNIRS_TSST_PsychoPy\\builder_files\\data/805823_TSST_fnirs_V4_CONTROL_2025-11-27_10h40.05.306.csv'
64.2027 	INFO 	saved data to c:\Users\neuro\GitHub\fNIRS_TSST_PsychoPy\builder_files\data/805823_TSST_fnirs_V4_CONTROL_2025-11-27_10h40.05.306.psydat
64.2630 	EXP 	window1: mouseVisible = True
64.2903 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
64.3678 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
