6.3679 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
14.3486 	DATA 	Keypress: return
14.3493 	EXP 	ctl1_instruction_text: autoDraw = False
14.3493 	EXP 	read_number: height = 0.07
14.3493 	EXP 	read_number: height = 0.07
14.3493 	EXP 	read_number: height = 0.07
14.3493 	EXP 	read_number: text = 1022
14.5340 	EXP 	read_number: autoDraw = True
14.5519 	EXP 	Sound start_tone stopped
14.5520 	EXP 	Sound start_tone reached end of file
17.3613 	DATA 	Keypress: space
17.3741 	EXP 	read_number: height = 0.07
17.3741 	EXP 	read_number: height = 0.07
17.3741 	EXP 	read_number: height = 0.07
17.3741 	EXP 	read_number: text = '1009'
17.4826 	DATA 	Keypress: space
17.4852 	EXP 	read_number: height = 0.07
17.4852 	EXP 	read_number: height = 0.07
17.4852 	EXP 	read_number: height = 0.07
17.4852 	EXP 	read_number: text = '996'
17.6147 	DATA 	Keypress: space
17.6171 	EXP 	read_number: height = 0.07
17.6171 	EXP 	read_number: height = 0.07
17.6171 	EXP 	read_number: height = 0.07
17.6171 	EXP 	read_number: text = '983'
17.7534 	DATA 	Keypress: space
17.7560 	EXP 	read_number: height = 0.07
17.7560 	EXP 	read_number: height = 0.07
17.7560 	EXP 	read_number: height = 0.07
17.7560 	EXP 	read_number: text = '970'
17.8714 	DATA 	Keypress: space
17.8741 	EXP 	read_number: height = 0.07
17.8741 	EXP 	read_number: height = 0.07
17.8741 	EXP 	read_number: height = 0.07
17.8741 	EXP 	read_number: text = '957'
18.0101 	DATA 	Keypress: space
18.0129 	EXP 	read_number: height = 0.07
18.0129 	EXP 	read_number: height = 0.07
18.0129 	EXP 	read_number: height = 0.07
18.0129 	EXP 	read_number: text = '944'
18.5087 	DATA 	Keypress: space
18.5130 	EXP 	read_number: height = 0.07
18.5130 	EXP 	read_number: height = 0.07
18.5130 	EXP 	read_number: height = 0.07
18.5130 	EXP 	read_number: text = '931'
18.8488 	DATA 	Keypress: space
18.8532 	EXP 	read_number: height = 0.07
18.8532 	EXP 	read_number: height = 0.07
18.8532 	EXP 	read_number: height = 0.07
18.8532 	EXP 	read_number: text = '918'
18.9877 	DATA 	Keypress: space
18.9921 	EXP 	read_number: height = 0.07
18.9921 	EXP 	read_number: height = 0.07
18.9921 	EXP 	read_number: height = 0.07
18.9921 	EXP 	read_number: text = '905'
19.1615 	DATA 	Keypress: space
19.1657 	EXP 	read_number: height = 0.07
19.1657 	EXP 	read_number: height = 0.07
19.1657 	EXP 	read_number: height = 0.07
19.1657 	EXP 	read_number: text = '892'
19.2935 	DATA 	Keypress: space
19.2977 	EXP 	read_number: height = 0.07
19.2977 	EXP 	read_number: height = 0.07
19.2977 	EXP 	read_number: height = 0.07
19.2977 	EXP 	read_number: text = '879'
19.4654 	DATA 	Keypress: space
19.4787 	EXP 	read_number: height = 0.07
19.4787 	EXP 	read_number: height = 0.07
19.4787 	EXP 	read_number: height = 0.07
19.4787 	EXP 	read_number: text = '866'
19.6127 	DATA 	Keypress: space
19.6171 	EXP 	read_number: height = 0.07
19.6171 	EXP 	read_number: height = 0.07
19.6171 	EXP 	read_number: height = 0.07
19.6171 	EXP 	read_number: text = '853'
19.7588 	DATA 	Keypress: space
19.7629 	EXP 	read_number: height = 0.07
19.7629 	EXP 	read_number: height = 0.07
19.7629 	EXP 	read_number: height = 0.07
19.7629 	EXP 	read_number: text = '840'
22.7780 	DATA 	Keypress: space
22.7907 	EXP 	read_number: height = 0.07
22.7907 	EXP 	read_number: height = 0.07
22.7907 	EXP 	read_number: height = 0.07
22.7907 	EXP 	read_number: text = '827'
22.9723 	DATA 	Keypress: space
22.9731 	EXP 	read_number: height = 0.07
22.9731 	EXP 	read_number: height = 0.07
22.9731 	EXP 	read_number: height = 0.07
22.9731 	EXP 	read_number: text = '814'
23.0505 	DATA 	Keypress: space
23.0546 	EXP 	read_number: height = 0.07
23.0546 	EXP 	read_number: height = 0.07
23.0546 	EXP 	read_number: height = 0.07
23.0546 	EXP 	read_number: text = '801'
23.1891 	DATA 	Keypress: space
23.1935 	EXP 	read_number: height = 0.07
23.1935 	EXP 	read_number: height = 0.07
23.1935 	EXP 	read_number: height = 0.07
23.1935 	EXP 	read_number: text = '788'
23.3215 	DATA 	Keypress: space
23.3254 	EXP 	read_number: height = 0.07
23.3254 	EXP 	read_number: height = 0.07
23.3254 	EXP 	read_number: height = 0.07
23.3254 	EXP 	read_number: text = '775'
54.3509 	EXP 	window1: mouseVisible = False
54.3510 	EXP 	Sound start_pause_tone reached end of file
54.3627 	EXP 	Sound start_pause_tone started
54.3530 	EXP 	read_number: autoDraw = False
54.3530 	EXP 	read_number: autoDraw = False
54.3530 	EXP 	read_pausing: height = 0.07
54.3530 	EXP 	read_pausing: height = 0.07
54.3530 	EXP 	read_pausing: height = 0.07
54.3530 	EXP 	read_pausing: text = 'PAUSE'
54.3530 	EXP 	read_pausing: autoDraw = True
54.5618 	EXP 	Sound start_pause_tone stopped
54.5619 	EXP 	Sound start_pause_tone reached end of file
74.3396 	EXP 	New trial (rep=1, index=0): None
74.3397 	EXP 	window1: mouseVisible = False
74.3397 	INFO 	Keyboard events cleared
74.3418 	EXP 	Sound start_tone reached end of file
74.3557 	EXP 	Sound start_tone started
74.3458 	EXP 	read_pausing: autoDraw = False
74.3458 	EXP 	read_pausing: autoDraw = False
74.3458 	EXP 	read_number: height = 0.07
74.3458 	EXP 	read_number: height = 0.07
74.3458 	EXP 	read_number: height = 0.07
74.3458 	EXP 	read_number: text = 775
74.5404 	EXP 	read_number: autoDraw = True
74.5517 	EXP 	Sound start_tone stopped
74.5518 	EXP 	Sound start_tone reached end of file
108.6589 	DATA 	Keypress: escape
108.8181 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
108.8247 	EXP 	read_number: autoDraw = False
108.8248 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
108.8409 	INFO 	saved data to 'c:\\Users\\neuro\\GitHub\\fNIRS_TSST_PsychoPy\\builder_files\\data/653188_TSST_fnirs_V4_CONTROL_2025-12-09_16h33.16.212.csv'
108.8419 	INFO 	saved data to c:\Users\neuro\GitHub\fNIRS_TSST_PsychoPy\builder_files\data/653188_TSST_fnirs_V4_CONTROL_2025-12-09_16h33.16.212.psydat
108.8546 	EXP 	window1: mouseVisible = True
108.8831 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
108.9130 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
