5.5019 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
23.1241 	EXP 	read_number: height = 0.07
23.1241 	EXP 	read_number: height = 0.07
23.1241 	EXP 	read_number: height = 0.07
23.1241 	EXP 	read_number: text = '996'
23.2115 	DATA 	Keypress: space
23.2217 	EXP 	read_number: height = 0.07
23.2217 	EXP 	read_number: height = 0.07
23.2217 	EXP 	read_number: height = 0.07
23.2217 	EXP 	read_number: text = '983'
23.3779 	DATA 	Keypress: space
23.3885 	EXP 	read_number: height = 0.07
23.3885 	EXP 	read_number: height = 0.07
23.3885 	EXP 	read_number: height = 0.07
23.3885 	EXP 	read_number: text = '970'
23.5103 	DATA 	Keypress: space
23.5221 	EXP 	read_number: height = 0.07
23.5221 	EXP 	read_number: height = 0.07
23.5221 	EXP 	read_number: height = 0.07
23.5221 	EXP 	read_number: text = '957'
23.6604 	DATA 	Keypress: space
23.6724 	EXP 	read_number: height = 0.07
23.6724 	EXP 	read_number: height = 0.07
23.6724 	EXP 	read_number: height = 0.07
23.6724 	EXP 	read_number: text = '944'
23.8262 	DATA 	Keypress: space
23.8393 	EXP 	read_number: height = 0.07
23.8393 	EXP 	read_number: height = 0.07
23.8393 	EXP 	read_number: height = 0.07
23.8393 	EXP 	read_number: text = '931'
23.9925 	DATA 	Keypress: space
24.0059 	EXP 	read_number: height = 0.07
24.0059 	EXP 	read_number: height = 0.07
24.0059 	EXP 	read_number: height = 0.07
24.0059 	EXP 	read_number: text = '918'
24.1433 	DATA 	Keypress: space
24.1559 	EXP 	read_number: height = 0.07
24.1559 	EXP 	read_number: height = 0.07
24.1559 	EXP 	read_number: height = 0.07
24.1559 	EXP 	read_number: text = '905'
24.3101 	DATA 	Keypress: space
24.3227 	EXP 	read_number: height = 0.07
24.3227 	EXP 	read_number: height = 0.07
24.3227 	EXP 	read_number: height = 0.07
24.3227 	EXP 	read_number: text = '892'
24.4764 	DATA 	Keypress: space
24.4895 	EXP 	read_number: height = 0.07
24.4895 	EXP 	read_number: height = 0.07
24.4895 	EXP 	read_number: height = 0.07
24.4895 	EXP 	read_number: text = '879'
24.6432 	DATA 	Keypress: space
24.6567 	EXP 	read_number: height = 0.07
24.6567 	EXP 	read_number: height = 0.07
24.6567 	EXP 	read_number: height = 0.07
24.6567 	EXP 	read_number: text = '866'
25.0935 	DATA 	Keypress: space
25.1072 	EXP 	read_number: height = 0.07
25.1072 	EXP 	read_number: height = 0.07
25.1072 	EXP 	read_number: height = 0.07
25.1072 	EXP 	read_number: text = '853'
25.2625 	DATA 	Keypress: space
25.2737 	EXP 	read_number: height = 0.07
25.2737 	EXP 	read_number: height = 0.07
25.2737 	EXP 	read_number: height = 0.07
25.2737 	EXP 	read_number: text = '840'
25.4112 	DATA 	Keypress: space
25.4241 	EXP 	read_number: height = 0.07
25.4241 	EXP 	read_number: height = 0.07
25.4241 	EXP 	read_number: height = 0.07
25.4241 	EXP 	read_number: text = '827'
25.5614 	DATA 	Keypress: space
25.5741 	EXP 	read_number: height = 0.07
25.5741 	EXP 	read_number: height = 0.07
25.5741 	EXP 	read_number: height = 0.07
25.5741 	EXP 	read_number: text = '814'
25.7279 	DATA 	Keypress: space
25.7415 	EXP 	read_number: height = 0.07
25.7415 	EXP 	read_number: height = 0.07
25.7415 	EXP 	read_number: height = 0.07
25.7415 	EXP 	read_number: text = '801'
25.8782 	DATA 	Keypress: space
25.8910 	EXP 	read_number: height = 0.07
25.8910 	EXP 	read_number: height = 0.07
25.8910 	EXP 	read_number: height = 0.07
25.8910 	EXP 	read_number: text = '788'
26.0607 	DATA 	Keypress: space
26.0743 	EXP 	read_number: height = 0.07
26.0743 	EXP 	read_number: height = 0.07
26.0743 	EXP 	read_number: height = 0.07
26.0743 	EXP 	read_number: text = '775'
26.1790 	DATA 	Keypress: space
26.1912 	EXP 	read_number: height = 0.07
26.1912 	EXP 	read_number: height = 0.07
26.1912 	EXP 	read_number: height = 0.07
26.1912 	EXP 	read_number: text = '762'
26.3428 	DATA 	Keypress: space
26.3747 	EXP 	read_number: height = 0.07
26.3747 	EXP 	read_number: height = 0.07
26.3747 	EXP 	read_number: height = 0.07
26.3747 	EXP 	read_number: text = '749'
26.5115 	DATA 	Keypress: space
26.5252 	EXP 	read_number: height = 0.07
26.5252 	EXP 	read_number: height = 0.07
26.5252 	EXP 	read_number: height = 0.07
26.5252 	EXP 	read_number: text = '736'
26.6788 	DATA 	Keypress: space
26.6918 	EXP 	read_number: height = 0.07
26.6918 	EXP 	read_number: height = 0.07
26.6918 	EXP 	read_number: height = 0.07
26.6918 	EXP 	read_number: text = '723'
26.8455 	DATA 	Keypress: space
26.8585 	EXP 	read_number: height = 0.07
26.8585 	EXP 	read_number: height = 0.07
26.8585 	EXP 	read_number: height = 0.07
26.8585 	EXP 	read_number: text = '710'
26.9959 	DATA 	Keypress: space
27.0089 	EXP 	read_number: height = 0.07
27.0089 	EXP 	read_number: height = 0.07
27.0089 	EXP 	read_number: height = 0.07
27.0089 	EXP 	read_number: text = '697'
27.1456 	DATA 	Keypress: space
27.1587 	EXP 	read_number: height = 0.07
27.1587 	EXP 	read_number: height = 0.07
27.1587 	EXP 	read_number: height = 0.07
27.1587 	EXP 	read_number: text = '684'
27.2972 	DATA 	Keypress: space
27.3089 	EXP 	read_number: height = 0.07
27.3089 	EXP 	read_number: height = 0.07
27.3089 	EXP 	read_number: height = 0.07
27.3089 	EXP 	read_number: text = '671'
27.4629 	DATA 	Keypress: space
27.4757 	EXP 	read_number: height = 0.07
27.4757 	EXP 	read_number: height = 0.07
27.4757 	EXP 	read_number: height = 0.07
27.4757 	EXP 	read_number: text = '658'
27.5802 	DATA 	Keypress: space
27.5925 	EXP 	read_number: height = 0.07
27.5925 	EXP 	read_number: height = 0.07
27.5925 	EXP 	read_number: height = 0.07
27.5925 	EXP 	read_number: text = '645'
28.2304 	DATA 	Keypress: space
28.2431 	EXP 	read_number: height = 0.07
28.2431 	EXP 	read_number: height = 0.07
28.2431 	EXP 	read_number: height = 0.07
28.2431 	EXP 	read_number: text = '632'
28.3970 	DATA 	Keypress: space
28.4099 	EXP 	read_number: height = 0.07
28.4099 	EXP 	read_number: height = 0.07
28.4099 	EXP 	read_number: height = 0.07
28.4099 	EXP 	read_number: text = '619'
30.6656 	DATA 	Keypress: space
30.6787 	EXP 	read_number: height = 0.07
30.6787 	EXP 	read_number: height = 0.07
30.6787 	EXP 	read_number: height = 0.07
30.6787 	EXP 	read_number: text = '606'
30.7832 	DATA 	Keypress: space
30.7955 	EXP 	read_number: height = 0.07
30.7955 	EXP 	read_number: height = 0.07
30.7955 	EXP 	read_number: height = 0.07
30.7955 	EXP 	read_number: text = '593'
30.9346 	DATA 	Keypress: space
30.9458 	EXP 	read_number: height = 0.07
30.9458 	EXP 	read_number: height = 0.07
30.9458 	EXP 	read_number: height = 0.07
30.9458 	EXP 	read_number: text = '580'
31.0649 	DATA 	Keypress: space
31.0958 	EXP 	read_number: height = 0.07
31.0958 	EXP 	read_number: height = 0.07
31.0958 	EXP 	read_number: height = 0.07
31.0958 	EXP 	read_number: text = '567'
31.5832 	DATA 	Keypress: space
31.5967 	EXP 	read_number: height = 0.07
31.5967 	EXP 	read_number: height = 0.07
31.5967 	EXP 	read_number: height = 0.07
31.5967 	EXP 	read_number: text = '554'
31.6839 	DATA 	Keypress: space
31.6968 	EXP 	read_number: height = 0.07
31.6968 	EXP 	read_number: height = 0.07
31.6968 	EXP 	read_number: height = 0.07
31.6968 	EXP 	read_number: text = '541'
31.8346 	DATA 	Keypress: space
31.8465 	EXP 	read_number: height = 0.07
31.8465 	EXP 	read_number: height = 0.07
31.8465 	EXP 	read_number: height = 0.07
31.8465 	EXP 	read_number: text = '528'
32.0002 	DATA 	Keypress: space
32.0134 	EXP 	read_number: height = 0.07
32.0134 	EXP 	read_number: height = 0.07
32.0134 	EXP 	read_number: height = 0.07
32.0134 	EXP 	read_number: text = '515'
36.9885 	DATA 	Keypress: space
37.0015 	EXP 	read_number: height = 0.07
37.0015 	EXP 	read_number: height = 0.07
37.0015 	EXP 	read_number: height = 0.07
37.0015 	EXP 	read_number: text = '502'
37.2053 	DATA 	Keypress: space
37.2184 	EXP 	read_number: height = 0.07
37.2184 	EXP 	read_number: height = 0.07
37.2184 	EXP 	read_number: height = 0.07
37.2184 	EXP 	read_number: text = '489'
37.3531 	DATA 	Keypress: space
37.3852 	EXP 	read_number: height = 0.07
37.3852 	EXP 	read_number: height = 0.07
37.3852 	EXP 	read_number: height = 0.07
37.3852 	EXP 	read_number: text = '476'
37.5059 	DATA 	Keypress: space
37.5186 	EXP 	read_number: height = 0.07
37.5186 	EXP 	read_number: height = 0.07
37.5186 	EXP 	read_number: height = 0.07
37.5186 	EXP 	read_number: text = '463'
52.9434 	EXP 	window1: mouseVisible = False
52.9436 	EXP 	Sound start_pause_tone reached end of file
52.9503 	EXP 	Sound start_pause_tone started
52.9501 	EXP 	read_number: autoDraw = False
52.9501 	EXP 	read_number: autoDraw = False
52.9501 	EXP 	read_pausing: height = 0.07
52.9501 	EXP 	read_pausing: height = 0.07
52.9501 	EXP 	read_pausing: height = 0.07
52.9501 	EXP 	read_pausing: text = 'PAUSE'
52.9501 	EXP 	read_pausing: autoDraw = True
53.1506 	EXP 	Sound start_pause_tone stopped
53.1507 	EXP 	Sound start_pause_tone reached end of file
72.9361 	EXP 	New trial (rep=1, index=0): None
72.9362 	EXP 	window1: mouseVisible = False
72.9362 	INFO 	Keyboard events cleared
72.9390 	EXP 	Sound start_tone reached end of file
72.9523 	EXP 	Sound start_tone started
72.9524 	EXP 	read_pausing: autoDraw = False
72.9524 	EXP 	read_number: height = 0.07
72.9524 	EXP 	read_number: height = 0.07
72.9524 	EXP 	read_number: height = 0.07
72.9524 	EXP 	read_number: text = 463
73.1360 	EXP 	read_number: autoDraw = True
73.1505 	EXP 	Sound start_tone stopped
73.1505 	EXP 	Sound start_tone reached end of file
82.4628 	DATA 	Keypress: space
82.4948 	EXP 	read_number: height = 0.07
82.4948 	EXP 	read_number: height = 0.07
82.4948 	EXP 	read_number: height = 0.07
82.4948 	EXP 	read_number: text = '450'
82.6492 	DATA 	Keypress: space
82.6617 	EXP 	read_number: height = 0.07
82.6617 	EXP 	read_number: height = 0.07
82.6617 	EXP 	read_number: height = 0.07
82.6617 	EXP 	read_number: text = '437'
82.8152 	DATA 	Keypress: space
82.8284 	EXP 	read_number: height = 0.07
82.8284 	EXP 	read_number: height = 0.07
82.8284 	EXP 	read_number: height = 0.07
82.8284 	EXP 	read_number: text = '424'
82.9653 	DATA 	Keypress: space
82.9786 	EXP 	read_number: height = 0.07
82.9786 	EXP 	read_number: height = 0.07
82.9786 	EXP 	read_number: height = 0.07
82.9786 	EXP 	read_number: text = '411'
83.1327 	DATA 	Keypress: space
83.1456 	EXP 	read_number: height = 0.07
83.1456 	EXP 	read_number: height = 0.07
83.1456 	EXP 	read_number: height = 0.07
83.1456 	EXP 	read_number: text = '398'
83.2997 	DATA 	Keypress: space
83.3124 	EXP 	read_number: height = 0.07
83.3124 	EXP 	read_number: height = 0.07
83.3124 	EXP 	read_number: height = 0.07
83.3124 	EXP 	read_number: text = '385'
83.4325 	DATA 	Keypress: space
83.4457 	EXP 	read_number: height = 0.07
83.4457 	EXP 	read_number: height = 0.07
83.4457 	EXP 	read_number: height = 0.07
83.4457 	EXP 	read_number: text = '372'
83.6167 	DATA 	Keypress: space
83.6294 	EXP 	read_number: height = 0.07
83.6294 	EXP 	read_number: height = 0.07
83.6294 	EXP 	read_number: height = 0.07
83.6294 	EXP 	read_number: text = '359'
83.7671 	DATA 	Keypress: space
83.7793 	EXP 	read_number: height = 0.07
83.7793 	EXP 	read_number: height = 0.07
83.7793 	EXP 	read_number: height = 0.07
83.7793 	EXP 	read_number: text = '346'
84.3813 	EXP 	window1: mouseVisible = False
84.3814 	INFO 	Keyboard events cleared
84.3815 	EXP 	window1: mouseVisible = False
84.3852 	DATA 	Keypress: s
84.3966 	EXP 	read_number: autoDraw = False
84.3966 	EXP 	read_pausing: text = 'PAUSE'
84.3966 	EXP 	read_pausing: autoDraw = False
84.3966 	EXP 	ctl2_instruction_text: autoDraw = True
85.5813 	INFO 	Keyboard events cleared
85.6102 	EXP 	Imported stims/CTL2.xlsx as conditions, 6 conditions, 2 params
85.6106 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
85.6108 	EXP 	New trial (rep=0, index=0): {'Block': 1, 'StartingNumber': 1659}
85.6109 	EXP 	window1: mouseVisible = False
85.6139 	EXP 	Sound start_tone_2 reached end of file
85.6143 	EXP 	Sound start_tone_2 started
85.6161 	DATA 	Keypress: return
85.6177 	EXP 	ctl2_instruction_text: autoDraw = False
85.6177 	EXP 	subtract_number: height = 0.07
85.6177 	EXP 	subtract_number: height = 0.07
85.6177 	EXP 	subtract_number: height = 0.07
85.6177 	EXP 	subtract_number: text = 1659
85.6177 	EXP 	subtract_number: autoDraw = True
85.8105 	EXP 	Sound start_tone_2 stopped
85.8107 	EXP 	Sound start_tone_2 reached end of file
86.5676 	DATA 	Keypress: return
86.9007 	DATA 	Keypress: space
87.6011 	DATA 	Keypress: space
87.8013 	DATA 	Keypress: space
87.9849 	DATA 	Keypress: space
88.1527 	DATA 	Keypress: space
88.6374 	EXP 	window1: mouseVisible = False
88.6375 	INFO 	Keyboard events cleared
88.6375 	EXP 	window1: mouseVisible = False
88.6401 	DATA 	Keypress: s
88.6508 	EXP 	subtract_number: autoDraw = False
88.6508 	EXP 	subtract_pausing: height = 0.07
88.6508 	EXP 	subtract_pausing: height = 0.07
88.6508 	EXP 	subtract_pausing: height = 0.07
88.6508 	EXP 	subtract_pausing: text = 'PAUSE'
88.6508 	EXP 	subtract_pausing: autoDraw = False
88.6508 	EXP 	task_end_text: autoDraw = True
92.0542 	INFO 	Keyboard events cleared
92.0547 	DATA 	Keypress: return
92.0707 	EXP 	task_end_text: autoDraw = False
92.0708 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
92.1058 	INFO 	saved data to 'c:\\Users\\neuro\\GitHub\\fNIRS_TSST_PsychoPy\\data/887910_TSST_fnirs_V4_CONTROL_2025-11-27_10h01.48.294.csv'
92.1068 	INFO 	saved data to c:\Users\neuro\GitHub\fNIRS_TSST_PsychoPy\data/887910_TSST_fnirs_V4_CONTROL_2025-11-27_10h01.48.294.psydat
92.1749 	EXP 	window1: mouseVisible = True
92.2010 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
92.2818 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
