47.9341 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
49.8838 	EXP 	Created subtract_pausing = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_pausing', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
49.8839 	EXP 	window1: mouseVisible = False
49.8891 	EXP 	Created task_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_end_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Please wait for the next task to begin..', units='height', win=Window(...), wrapWidth=1)
0.0788 	INFO 	Keyboard events cleared
0.0790 	EXP 	window1: mouseVisible = False
0.0831 	EXP 	ctl1_instruction_text: autoDraw = True
90.0159 	INFO 	Keyboard events cleared
90.0163 	EXP 	Created sequence: sequential, trialTypes=1, nReps=6, seed=None
90.0165 	EXP 	New trial (rep=0, index=0): None
90.0166 	EXP 	window1: mouseVisible = False
90.0167 	INFO 	Keyboard events cleared
90.0216 	EXP 	Sound start_tone reached end of file
90.0296 	EXP 	Sound start_tone started
90.0223 	DATA 	Keypress: return
90.0232 	EXP 	ctl1_instruction_text: autoDraw = False
90.0232 	EXP 	read_number: height = 0.07
90.0232 	EXP 	read_number: height = 0.07
90.0232 	EXP 	read_number: height = 0.07
90.0232 	EXP 	read_number: text = 1022
90.2072 	EXP 	read_number: autoDraw = True
90.2292 	EXP 	Sound start_tone stopped
90.2293 	EXP 	Sound start_tone reached end of file
92.6630 	DATA 	Keypress: space
92.6655 	EXP 	read_number: height = 0.07
92.6655 	EXP 	read_number: height = 0.07
92.6655 	EXP 	read_number: height = 0.07
92.6655 	EXP 	read_number: text = '1009'
95.0456 	DATA 	Keypress: space
95.0474 	EXP 	read_number: height = 0.07
95.0474 	EXP 	read_number: height = 0.07
95.0474 	EXP 	read_number: height = 0.07
95.0474 	EXP 	read_number: text = '996'
97.5800 	DATA 	Keypress: space
97.5821 	EXP 	read_number: height = 0.07
97.5821 	EXP 	read_number: height = 0.07
97.5821 	EXP 	read_number: height = 0.07
97.5821 	EXP 	read_number: text = '983'
99.8642 	DATA 	Keypress: space
99.8669 	EXP 	read_number: height = 0.07
99.8669 	EXP 	read_number: height = 0.07
99.8669 	EXP 	read_number: height = 0.07
99.8669 	EXP 	read_number: text = '970'
102.0118 	DATA 	Keypress: space
102.0132 	EXP 	read_number: height = 0.07
102.0132 	EXP 	read_number: height = 0.07
102.0132 	EXP 	read_number: height = 0.07
102.0132 	EXP 	read_number: text = '957'
104.3573 	DATA 	Keypress: space
104.3600 	EXP 	read_number: height = 0.07
104.3600 	EXP 	read_number: height = 0.07
104.3600 	EXP 	read_number: height = 0.07
104.3600 	EXP 	read_number: text = '944'
106.9118 	DATA 	Keypress: space
106.9155 	EXP 	read_number: height = 0.07
106.9155 	EXP 	read_number: height = 0.07
106.9155 	EXP 	read_number: height = 0.07
106.9155 	EXP 	read_number: text = '931'
109.2870 	DATA 	Keypress: space
109.2904 	EXP 	read_number: height = 0.07
109.2904 	EXP 	read_number: height = 0.07
109.2904 	EXP 	read_number: height = 0.07
109.2904 	EXP 	read_number: text = '918'
112.8190 	DATA 	Keypress: space
112.8322 	EXP 	read_number: height = 0.07
112.8322 	EXP 	read_number: height = 0.07
112.8322 	EXP 	read_number: height = 0.07
112.8322 	EXP 	read_number: text = '905'
115.2098 	DATA 	Keypress: space
115.2138 	EXP 	read_number: height = 0.07
115.2138 	EXP 	read_number: height = 0.07
115.2138 	EXP 	read_number: height = 0.07
115.2138 	EXP 	read_number: text = '892'
119.4745 	DATA 	Keypress: space
119.4776 	EXP 	read_number: height = 0.07
119.4776 	EXP 	read_number: height = 0.07
119.4776 	EXP 	read_number: height = 0.07
119.4776 	EXP 	read_number: text = '879'
121.8134 	DATA 	Keypress: space
121.8179 	EXP 	read_number: height = 0.07
121.8179 	EXP 	read_number: height = 0.07
121.8179 	EXP 	read_number: height = 0.07
121.8179 	EXP 	read_number: text = '866'
124.1816 	DATA 	Keypress: space
124.1859 	EXP 	read_number: height = 0.07
124.1859 	EXP 	read_number: height = 0.07
124.1859 	EXP 	read_number: height = 0.07
124.1859 	EXP 	read_number: text = '853'
126.4044 	DATA 	Keypress: space
126.4085 	EXP 	read_number: height = 0.07
126.4085 	EXP 	read_number: height = 0.07
126.4085 	EXP 	read_number: height = 0.07
126.4085 	EXP 	read_number: text = '840'
128.2664 	DATA 	Keypress: space
128.2697 	EXP 	read_number: height = 0.07
128.2697 	EXP 	read_number: height = 0.07
128.2697 	EXP 	read_number: height = 0.07
128.2697 	EXP 	read_number: text = '827'
128.3420 	DATA 	Keypress: space
128.3457 	EXP 	read_number: height = 0.07
128.3457 	EXP 	read_number: height = 0.07
128.3457 	EXP 	read_number: height = 0.07
128.3457 	EXP 	read_number: text = '814'
130.0248 	EXP 	window1: mouseVisible = False
130.0249 	EXP 	Sound start_pause_tone reached end of file
130.0360 	EXP 	Sound start_pause_tone started
130.0270 	EXP 	read_number: autoDraw = False
130.0270 	EXP 	read_number: autoDraw = False
130.0270 	EXP 	read_pausing: height = 0.07
130.0270 	EXP 	read_pausing: height = 0.07
130.0270 	EXP 	read_pausing: height = 0.07
130.0270 	EXP 	read_pausing: text = 'PAUSE'
130.0270 	EXP 	read_pausing: autoDraw = True
130.2390 	EXP 	Sound start_pause_tone stopped
130.2390 	EXP 	Sound start_pause_tone reached end of file
150.0130 	EXP 	New trial (rep=1, index=0): None
150.0131 	EXP 	window1: mouseVisible = False
150.0132 	INFO 	Keyboard events cleared
150.0155 	EXP 	Sound start_tone reached end of file
150.0289 	EXP 	Sound start_tone started
150.0190 	EXP 	read_pausing: autoDraw = False
150.0190 	EXP 	read_pausing: autoDraw = False
150.0190 	EXP 	read_number: height = 0.07
150.0190 	EXP 	read_number: height = 0.07
150.0190 	EXP 	read_number: height = 0.07
150.0190 	EXP 	read_number: text = 814
150.2136 	EXP 	read_number: autoDraw = True
150.2289 	EXP 	Sound start_tone stopped
150.2289 	EXP 	Sound start_tone reached end of file
152.3620 	DATA 	Keypress: space
152.3664 	EXP 	read_number: height = 0.07
152.3664 	EXP 	read_number: height = 0.07
152.3664 	EXP 	read_number: height = 0.07
152.3664 	EXP 	read_number: text = '801'
154.0017 	DATA 	Keypress: space
154.0052 	EXP 	read_number: height = 0.07
154.0052 	EXP 	read_number: height = 0.07
154.0052 	EXP 	read_number: height = 0.07
154.0052 	EXP 	read_number: text = '788'
156.1950 	DATA 	Keypress: space
156.1995 	EXP 	read_number: height = 0.07
156.1995 	EXP 	read_number: height = 0.07
156.1995 	EXP 	read_number: height = 0.07
156.1995 	EXP 	read_number: text = '775'
160.9743 	DATA 	Keypress: space
160.9772 	EXP 	read_number: height = 0.07
160.9772 	EXP 	read_number: height = 0.07
160.9772 	EXP 	read_number: height = 0.07
160.9772 	EXP 	read_number: text = '762'
163.1465 	DATA 	Keypress: space
163.1509 	EXP 	read_number: height = 0.07
163.1509 	EXP 	read_number: height = 0.07
163.1509 	EXP 	read_number: height = 0.07
163.1509 	EXP 	read_number: text = '749'
165.1123 	DATA 	Keypress: space
165.1133 	EXP 	read_number: height = 0.07
165.1133 	EXP 	read_number: height = 0.07
165.1133 	EXP 	read_number: height = 0.07
165.1133 	EXP 	read_number: text = '736'
167.2926 	DATA 	Keypress: space
167.2972 	EXP 	read_number: height = 0.07
167.2972 	EXP 	read_number: height = 0.07
167.2972 	EXP 	read_number: height = 0.07
167.2972 	EXP 	read_number: text = '723'
169.5214 	DATA 	Keypress: space
169.5258 	EXP 	read_number: height = 0.07
169.5258 	EXP 	read_number: height = 0.07
169.5258 	EXP 	read_number: height = 0.07
169.5258 	EXP 	read_number: text = '710'
170.9659 	DATA 	Keypress: space
170.9704 	EXP 	read_number: height = 0.07
170.9704 	EXP 	read_number: height = 0.07
170.9704 	EXP 	read_number: height = 0.07
170.9704 	EXP 	read_number: text = '697'
175.1535 	DATA 	Keypress: space
175.1578 	EXP 	read_number: height = 0.07
175.1578 	EXP 	read_number: height = 0.07
175.1578 	EXP 	read_number: height = 0.07
175.1578 	EXP 	read_number: text = '684'
176.8962 	DATA 	Keypress: space
176.9007 	EXP 	read_number: height = 0.07
176.9007 	EXP 	read_number: height = 0.07
176.9007 	EXP 	read_number: height = 0.07
176.9007 	EXP 	read_number: text = '671'
178.8755 	DATA 	Keypress: space
178.8798 	EXP 	read_number: height = 0.07
178.8798 	EXP 	read_number: height = 0.07
178.8798 	EXP 	read_number: height = 0.07
178.8798 	EXP 	read_number: text = '658'
180.6396 	DATA 	Keypress: space
180.6438 	EXP 	read_number: height = 0.07
180.6438 	EXP 	read_number: height = 0.07
180.6438 	EXP 	read_number: height = 0.07
180.6438 	EXP 	read_number: text = '645'
182.4364 	DATA 	Keypress: space
182.4496 	EXP 	read_number: height = 0.07
182.4496 	EXP 	read_number: height = 0.07
182.4496 	EXP 	read_number: height = 0.07
182.4496 	EXP 	read_number: text = '632'
185.1865 	DATA 	Keypress: space
185.1993 	EXP 	read_number: height = 0.07
185.1993 	EXP 	read_number: height = 0.07
185.1993 	EXP 	read_number: height = 0.07
185.1993 	EXP 	read_number: text = '619'
188.4589 	DATA 	Keypress: space
188.4631 	EXP 	read_number: height = 0.07
188.4631 	EXP 	read_number: height = 0.07
188.4631 	EXP 	read_number: height = 0.07
188.4631 	EXP 	read_number: text = '606'
190.0196 	EXP 	window1: mouseVisible = False
190.0197 	EXP 	Sound start_pause_tone reached end of file
190.0355 	EXP 	Sound start_pause_tone started
190.0257 	EXP 	read_number: autoDraw = False
190.0257 	EXP 	read_number: autoDraw = False
190.0257 	EXP 	read_pausing: text = 'PAUSE'
190.0257 	EXP 	read_pausing: autoDraw = True
190.2388 	EXP 	Sound start_pause_tone stopped
190.2389 	EXP 	Sound start_pause_tone reached end of file
210.0126 	EXP 	New trial (rep=2, index=0): None
210.0127 	EXP 	window1: mouseVisible = False
210.0128 	INFO 	Keyboard events cleared
210.0152 	EXP 	Sound start_tone reached end of file
210.0284 	EXP 	Sound start_tone started
210.0185 	EXP 	read_pausing: autoDraw = False
210.0185 	EXP 	read_pausing: autoDraw = False
210.0185 	EXP 	read_number: height = 0.07
210.0185 	EXP 	read_number: height = 0.07
210.0185 	EXP 	read_number: height = 0.07
210.0185 	EXP 	read_number: text = 606
210.2133 	EXP 	read_number: autoDraw = True
210.2287 	EXP 	Sound start_tone stopped
210.2288 	EXP 	Sound start_tone reached end of file
212.2990 	DATA 	Keypress: space
212.3032 	EXP 	read_number: height = 0.07
212.3032 	EXP 	read_number: height = 0.07
212.3032 	EXP 	read_number: height = 0.07
212.3032 	EXP 	read_number: text = '593'
214.1185 	DATA 	Keypress: space
214.1226 	EXP 	read_number: height = 0.07
214.1226 	EXP 	read_number: height = 0.07
214.1226 	EXP 	read_number: height = 0.07
214.1226 	EXP 	read_number: text = '580'
215.9655 	DATA 	Keypress: space
215.9702 	EXP 	read_number: height = 0.07
215.9702 	EXP 	read_number: height = 0.07
215.9702 	EXP 	read_number: height = 0.07
215.9702 	EXP 	read_number: text = '567'
218.1183 	DATA 	Keypress: space
218.1226 	EXP 	read_number: height = 0.07
218.1226 	EXP 	read_number: height = 0.07
218.1226 	EXP 	read_number: height = 0.07
218.1226 	EXP 	read_number: text = '554'
220.1383 	DATA 	Keypress: space
220.1503 	EXP 	read_number: height = 0.07
220.1503 	EXP 	read_number: height = 0.07
220.1503 	EXP 	read_number: height = 0.07
220.1503 	EXP 	read_number: text = '541'
222.0557 	DATA 	Keypress: space
222.0600 	EXP 	read_number: height = 0.07
222.0600 	EXP 	read_number: height = 0.07
222.0600 	EXP 	read_number: height = 0.07
222.0600 	EXP 	read_number: text = '528'
223.9031 	DATA 	Keypress: space
223.9072 	EXP 	read_number: height = 0.07
223.9072 	EXP 	read_number: height = 0.07
223.9072 	EXP 	read_number: height = 0.07
223.9072 	EXP 	read_number: text = '515'
225.9028 	DATA 	Keypress: space
225.9072 	EXP 	read_number: height = 0.07
225.9072 	EXP 	read_number: height = 0.07
225.9072 	EXP 	read_number: height = 0.07
225.9072 	EXP 	read_number: text = '502'
227.7483 	DATA 	Keypress: space
227.7613 	EXP 	read_number: height = 0.07
227.7613 	EXP 	read_number: height = 0.07
227.7613 	EXP 	read_number: height = 0.07
227.7613 	EXP 	read_number: text = '489'
229.9166 	DATA 	Keypress: space
229.9210 	EXP 	read_number: height = 0.07
229.9210 	EXP 	read_number: height = 0.07
229.9210 	EXP 	read_number: height = 0.07
229.9210 	EXP 	read_number: text = '476'
232.0554 	DATA 	Keypress: space
232.0599 	EXP 	read_number: height = 0.07
232.0599 	EXP 	read_number: height = 0.07
232.0599 	EXP 	read_number: height = 0.07
232.0599 	EXP 	read_number: text = '463'
234.1929 	DATA 	Keypress: space
234.2057 	EXP 	read_number: height = 0.07
234.2057 	EXP 	read_number: height = 0.07
234.2057 	EXP 	read_number: height = 0.07
234.2057 	EXP 	read_number: text = '450'
236.0208 	DATA 	Keypress: space
236.0251 	EXP 	read_number: height = 0.07
236.0251 	EXP 	read_number: height = 0.07
236.0251 	EXP 	read_number: height = 0.07
236.0251 	EXP 	read_number: text = '437'
238.6600 	DATA 	Keypress: space
238.6641 	EXP 	read_number: height = 0.07
238.6641 	EXP 	read_number: height = 0.07
238.6641 	EXP 	read_number: height = 0.07
238.6641 	EXP 	read_number: text = '424'
242.3387 	DATA 	Keypress: space
242.3517 	EXP 	read_number: height = 0.07
242.3517 	EXP 	read_number: height = 0.07
242.3517 	EXP 	read_number: height = 0.07
242.3517 	EXP 	read_number: text = '411'
245.1586 	DATA 	Keypress: space
245.1709 	EXP 	read_number: height = 0.07
245.1709 	EXP 	read_number: height = 0.07
245.1709 	EXP 	read_number: height = 0.07
245.1709 	EXP 	read_number: text = '398'
247.7638 	DATA 	Keypress: space
247.7680 	EXP 	read_number: height = 0.07
247.7680 	EXP 	read_number: height = 0.07
247.7680 	EXP 	read_number: height = 0.07
247.7680 	EXP 	read_number: text = '385'
250.0261 	EXP 	window1: mouseVisible = False
250.0263 	EXP 	Sound start_pause_tone reached end of file
250.0419 	EXP 	Sound start_pause_tone started
250.0323 	EXP 	read_number: autoDraw = False
250.0323 	EXP 	read_number: autoDraw = False
250.0323 	EXP 	read_pausing: text = 'PAUSE'
250.0323 	EXP 	read_pausing: autoDraw = True
250.1860 	DATA 	Keypress: space
250.2385 	EXP 	Sound start_pause_tone stopped
250.2386 	EXP 	Sound start_pause_tone reached end of file
270.0187 	EXP 	New trial (rep=3, index=0): None
270.0188 	EXP 	window1: mouseVisible = False
270.0189 	INFO 	Keyboard events cleared
270.0210 	EXP 	Sound start_tone reached end of file
270.0348 	EXP 	Sound start_tone started
270.0248 	EXP 	read_pausing: autoDraw = False
270.0248 	EXP 	read_pausing: autoDraw = False
270.0248 	EXP 	read_number: height = 0.07
270.0248 	EXP 	read_number: height = 0.07
270.0248 	EXP 	read_number: height = 0.07
270.0248 	EXP 	read_number: text = 385
270.2197 	EXP 	read_number: autoDraw = True
270.2385 	EXP 	Sound start_tone stopped
270.2386 	EXP 	Sound start_tone reached end of file
272.5070 	DATA 	Keypress: space
272.5109 	EXP 	read_number: height = 0.07
272.5109 	EXP 	read_number: height = 0.07
272.5109 	EXP 	read_number: height = 0.07
272.5109 	EXP 	read_number: text = '372'
275.2497 	DATA 	Keypress: space
275.2541 	EXP 	read_number: height = 0.07
275.2541 	EXP 	read_number: height = 0.07
275.2541 	EXP 	read_number: height = 0.07
275.2541 	EXP 	read_number: text = '359'
277.0766 	DATA 	Keypress: space
277.0803 	EXP 	read_number: height = 0.07
277.0803 	EXP 	read_number: height = 0.07
277.0803 	EXP 	read_number: height = 0.07
277.0803 	EXP 	read_number: text = '346'
279.1733 	DATA 	Keypress: space
279.1776 	EXP 	read_number: height = 0.07
279.1776 	EXP 	read_number: height = 0.07
279.1776 	EXP 	read_number: height = 0.07
279.1776 	EXP 	read_number: text = '333'
280.8747 	DATA 	Keypress: space
280.8788 	EXP 	read_number: height = 0.07
280.8788 	EXP 	read_number: height = 0.07
280.8788 	EXP 	read_number: height = 0.07
280.8788 	EXP 	read_number: text = '320'
283.2215 	DATA 	Keypress: space
283.2332 	EXP 	read_number: height = 0.07
283.2332 	EXP 	read_number: height = 0.07
283.2332 	EXP 	read_number: height = 0.07
283.2332 	EXP 	read_number: text = '307'
285.4654 	DATA 	Keypress: space
285.4692 	EXP 	read_number: height = 0.07
285.4692 	EXP 	read_number: height = 0.07
285.4692 	EXP 	read_number: height = 0.07
285.4692 	EXP 	read_number: text = '294'
287.9232 	DATA 	Keypress: space
287.9274 	EXP 	read_number: height = 0.07
287.9274 	EXP 	read_number: height = 0.07
287.9274 	EXP 	read_number: height = 0.07
287.9274 	EXP 	read_number: text = '281'
289.8415 	DATA 	Keypress: space
289.8444 	EXP 	read_number: height = 0.07
289.8444 	EXP 	read_number: height = 0.07
289.8444 	EXP 	read_number: height = 0.07
289.8444 	EXP 	read_number: text = '268'
291.7856 	DATA 	Keypress: space
291.7888 	EXP 	read_number: height = 0.07
291.7888 	EXP 	read_number: height = 0.07
291.7888 	EXP 	read_number: height = 0.07
291.7888 	EXP 	read_number: text = '255'
293.6870 	DATA 	Keypress: space
293.6913 	EXP 	read_number: height = 0.07
293.6913 	EXP 	read_number: height = 0.07
293.6913 	EXP 	read_number: height = 0.07
293.6913 	EXP 	read_number: text = '242'
296.1108 	DATA 	Keypress: space
296.1149 	EXP 	read_number: height = 0.07
296.1149 	EXP 	read_number: height = 0.07
296.1149 	EXP 	read_number: height = 0.07
296.1149 	EXP 	read_number: text = '229'
298.1507 	DATA 	Keypress: space
298.1634 	EXP 	read_number: height = 0.07
298.1634 	EXP 	read_number: height = 0.07
298.1634 	EXP 	read_number: height = 0.07
298.1634 	EXP 	read_number: text = '216'
300.8051 	DATA 	Keypress: space
300.8093 	EXP 	read_number: height = 0.07
300.8093 	EXP 	read_number: height = 0.07
300.8093 	EXP 	read_number: height = 0.07
300.8093 	EXP 	read_number: text = '203'
303.2908 	DATA 	Keypress: space
303.2954 	EXP 	read_number: height = 0.07
303.2954 	EXP 	read_number: height = 0.07
303.2954 	EXP 	read_number: height = 0.07
303.2954 	EXP 	read_number: text = '190'
307.1397 	DATA 	Keypress: space
307.1425 	EXP 	read_number: height = 0.07
307.1425 	EXP 	read_number: height = 0.07
307.1425 	EXP 	read_number: height = 0.07
307.1425 	EXP 	read_number: text = '177'
308.6506 	DATA 	Keypress: space
308.6634 	EXP 	read_number: height = 0.07
308.6634 	EXP 	read_number: height = 0.07
308.6634 	EXP 	read_number: height = 0.07
308.6634 	EXP 	read_number: text = '164'
310.0258 	EXP 	window1: mouseVisible = False
310.0259 	EXP 	Sound start_pause_tone reached end of file
310.0415 	EXP 	Sound start_pause_tone started
310.0315 	EXP 	read_number: autoDraw = False
310.0315 	EXP 	read_number: autoDraw = False
310.0315 	EXP 	read_pausing: text = 'PAUSE'
310.0315 	EXP 	read_pausing: autoDraw = True
310.2383 	EXP 	Sound start_pause_tone stopped
310.2384 	EXP 	Sound start_pause_tone reached end of file
330.0178 	EXP 	New trial (rep=4, index=0): None
330.0179 	EXP 	window1: mouseVisible = False
330.0180 	INFO 	Keyboard events cleared
330.0198 	EXP 	Sound start_tone reached end of file
330.0339 	EXP 	Sound start_tone started
330.0242 	EXP 	read_pausing: autoDraw = False
330.0242 	EXP 	read_pausing: autoDraw = False
330.0242 	EXP 	read_number: height = 0.07
330.0242 	EXP 	read_number: height = 0.07
330.0242 	EXP 	read_number: height = 0.07
330.0242 	EXP 	read_number: text = 164
330.2187 	EXP 	read_number: autoDraw = True
330.2383 	EXP 	Sound start_tone stopped
330.2384 	EXP 	Sound start_tone reached end of file
332.0200 	DATA 	Keypress: space
332.0246 	EXP 	read_number: height = 0.07
332.0246 	EXP 	read_number: height = 0.07
332.0246 	EXP 	read_number: height = 0.07
332.0246 	EXP 	read_number: text = '151'
333.6869 	DATA 	Keypress: space
333.6909 	EXP 	read_number: height = 0.07
333.6909 	EXP 	read_number: height = 0.07
333.6909 	EXP 	read_number: height = 0.07
333.6909 	EXP 	read_number: text = '138'
335.7832 	DATA 	Keypress: space
335.7952 	EXP 	read_number: height = 0.07
335.7952 	EXP 	read_number: height = 0.07
335.7952 	EXP 	read_number: height = 0.07
335.7952 	EXP 	read_number: text = '125'
337.4158 	DATA 	Keypress: space
337.4204 	EXP 	read_number: height = 0.07
337.4204 	EXP 	read_number: height = 0.07
337.4204 	EXP 	read_number: height = 0.07
337.4204 	EXP 	read_number: text = '112'
339.4990 	DATA 	Keypress: space
339.5034 	EXP 	read_number: height = 0.07
339.5034 	EXP 	read_number: height = 0.07
339.5034 	EXP 	read_number: height = 0.07
339.5034 	EXP 	read_number: text = '99'
340.9027 	DATA 	Keypress: space
340.9061 	EXP 	read_number: height = 0.07
