13.1253 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
14.9342 	EXP 	Created ctl1_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ctl1_instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.9343 	INFO 	keyboard.Keyboard is using ptb backend.
14.9344 	EXP 	window1: mouseVisible = False
14.9565 	EXP 	Sound start_tone set volume 1.000
14.9567 	EXP 	window1: mouseVisible = False
14.9583 	EXP 	Created read_number = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='read_number', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.9586 	EXP 	Sound start_pause_tone set volume 1.000
14.9587 	EXP 	window1: mouseVisible = False
14.9597 	EXP 	Created read_pausing = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='read_pausing', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.9597 	EXP 	window1: mouseVisible = False
14.9883 	EXP 	Created ctl2_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ctl2_instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.9887 	EXP 	Sound start_tone_2 set volume 1.000
14.9888 	EXP 	window1: mouseVisible = False
14.9897 	EXP 	Created subtract_number = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_number', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.9900 	EXP 	Sound start_pause_tone_2 set volume 1.000
14.9901 	EXP 	window1: mouseVisible = False
14.9910 	EXP 	Created subtract_pausing = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_pausing', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.9911 	EXP 	window1: mouseVisible = False
14.9959 	EXP 	Created task_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_end_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Please wait for the next task to begin..', units='height', win=Window(...), wrapWidth=1)
0.0738 	INFO 	Keyboard events cleared
0.0739 	EXP 	window1: mouseVisible = False
0.0770 	EXP 	ctl1_instruction_text: autoDraw = True
320.1799 	DATA 	Keypress: return
320.1885 	INFO 	Keyboard events cleared
320.1907 	EXP 	Created sequence: sequential, trialTypes=1, nReps=6, seed=None
320.1910 	EXP 	New trial (rep=0, index=0): None
320.1911 	EXP 	window1: mouseVisible = False
320.1911 	INFO 	Keyboard events cleared
320.1958 	EXP 	Sound start_tone reached end of file
320.2022 	EXP 	Sound start_tone started
320.1971 	EXP 	ctl1_instruction_text: autoDraw = False
320.1971 	EXP 	read_number: height = 0.07
320.1971 	EXP 	read_number: height = 0.07
320.1971 	EXP 	read_number: height = 0.07
320.1971 	EXP 	read_number: text = 1022
320.3799 	EXP 	read_number: autoDraw = True
320.3987 	EXP 	Sound start_tone stopped
320.3988 	EXP 	Sound start_tone reached end of file
360.1971 	EXP 	window1: mouseVisible = False
360.1972 	EXP 	Sound start_pause_tone reached end of file
360.2086 	EXP 	Sound start_pause_tone started
360.1995 	EXP 	read_number: autoDraw = False
360.1995 	EXP 	read_number: autoDraw = False
360.1995 	EXP 	read_pausing: height = 0.07
360.1995 	EXP 	read_pausing: height = 0.07
360.1995 	EXP 	read_pausing: height = 0.07
360.1995 	EXP 	read_pausing: text = 'PAUSE'
360.1995 	EXP 	read_pausing: autoDraw = True
360.4086 	EXP 	Sound start_pause_tone stopped
360.4087 	EXP 	Sound start_pause_tone reached end of file
380.1853 	EXP 	New trial (rep=1, index=0): None
380.1854 	EXP 	window1: mouseVisible = False
380.1854 	INFO 	Keyboard events cleared
380.1876 	EXP 	Sound start_tone reached end of file
380.2015 	EXP 	Sound start_tone started
380.1918 	EXP 	read_pausing: autoDraw = False
380.1918 	EXP 	read_pausing: autoDraw = False
380.1918 	EXP 	read_number: height = 0.07
380.1918 	EXP 	read_number: height = 0.07
380.1918 	EXP 	read_number: height = 0.07
380.1918 	EXP 	read_number: text = 1022
380.3862 	EXP 	read_number: autoDraw = True
380.3985 	EXP 	Sound start_tone stopped
380.3986 	EXP 	Sound start_tone reached end of file
420.1920 	EXP 	window1: mouseVisible = False
420.1921 	EXP 	Sound start_pause_tone reached end of file
420.2081 	EXP 	Sound start_pause_tone started
420.1983 	EXP 	read_number: autoDraw = False
420.1983 	EXP 	read_number: autoDraw = False
420.1983 	EXP 	read_pausing: text = 'PAUSE'
420.1983 	EXP 	read_pausing: autoDraw = True
420.4084 	EXP 	Sound start_pause_tone stopped
420.4085 	EXP 	Sound start_pause_tone reached end of file
440.1848 	EXP 	New trial (rep=2, index=0): None
440.1849 	EXP 	window1: mouseVisible = False
440.1849 	INFO 	Keyboard events cleared
440.1870 	EXP 	Sound start_tone reached end of file
440.2010 	EXP 	Sound start_tone started
440.1913 	EXP 	read_pausing: autoDraw = False
440.1913 	EXP 	read_pausing: autoDraw = False
440.1913 	EXP 	read_number: height = 0.07
440.1913 	EXP 	read_number: height = 0.07
440.1913 	EXP 	read_number: height = 0.07
440.1913 	EXP 	read_number: text = 1022
440.3857 	EXP 	read_number: autoDraw = True
440.3983 	EXP 	Sound start_tone stopped
440.3984 	EXP 	Sound start_tone reached end of file
480.1913 	EXP 	window1: mouseVisible = False
480.1914 	EXP 	Sound start_pause_tone reached end of file
480.2073 	EXP 	Sound start_pause_tone started
480.1976 	EXP 	read_number: autoDraw = False
480.1976 	EXP 	read_number: autoDraw = False
480.1976 	EXP 	read_pausing: text = 'PAUSE'
480.1976 	EXP 	read_pausing: autoDraw = True
480.4082 	EXP 	Sound start_pause_tone stopped
480.4082 	EXP 	Sound start_pause_tone reached end of file
500.1841 	EXP 	New trial (rep=3, index=0): None
500.1842 	EXP 	window1: mouseVisible = False
500.1842 	INFO 	Keyboard events cleared
500.1863 	EXP 	Sound start_tone reached end of file
500.2002 	EXP 	Sound start_tone started
500.1905 	EXP 	read_pausing: autoDraw = False
500.1905 	EXP 	read_pausing: autoDraw = False
500.1905 	EXP 	read_number: height = 0.07
500.1905 	EXP 	read_number: height = 0.07
500.1905 	EXP 	read_number: height = 0.07
500.1905 	EXP 	read_number: text = 1022
500.3849 	EXP 	read_number: autoDraw = True
500.3981 	EXP 	Sound start_tone stopped
500.3982 	EXP 	Sound start_tone reached end of file
528.4271 	DATA 	Keypress: escape
528.4822 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
528.4889 	EXP 	read_number: autoDraw = False
528.4890 	EXP 	TSST_fnirs_V4_CONTROL: status = STOPPED
528.5022 	INFO 	saved data to 'c:\\Users\\neuro\\GitHub\\fNIRS_TSST_PsychoPy\\data/testnov_TSST_fnirs_V4_CONTROL_2025-11-04_15h30.53.374.csv'
528.5033 	INFO 	saved data to c:\Users\neuro\GitHub\fNIRS_TSST_PsychoPy\data/testnov_TSST_fnirs_V4_CONTROL_2025-11-04_15h30.53.374.psydat
528.5537 	EXP 	window1: mouseVisible = True
528.5832 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
528.6833 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
