15.6290 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
24.2441 	EXP 	Created task_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_end_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Please wait for the next task to begin..', units='height', win=Window(...), wrapWidth=1)
24.2442 	EXP 	window1: mouseVisible = True
24.2470 	EXP 	Created tsst_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='tsst_instruction_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
24.2472 	EXP 	Sound start_tone_3 set volume 1.000
24.2473 	EXP 	window1: mouseVisible = True
24.2480 	EXP 	Created subtract_number_TSST = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_number_TSST', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.2482 	EXP 	Sound tsst_start_pause_tone set volume 1.000
24.2483 	EXP 	window1: mouseVisible = True
24.2489 	EXP 	Created subtract_pausing_TSST = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='subtract_pausing_TSST', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.2490 	EXP 	window1: mouseVisible = True
24.2520 	EXP 	Created finished_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='finished_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0121 	INFO 	Keyboard events cleared
0.0128 	EXP 	window1: mouseVisible = False
0.0225 	EXP 	ctl1_instruction_text: autoDraw = True
1.6176 	INFO 	Keyboard events cleared
1.6203 	EXP 	Created sequence: sequential, trialTypes=1, nReps=6, seed=None
1.6205 	EXP 	New trial (rep=0, index=0): None
1.6208 	EXP 	window1: mouseVisible = False
1.6208 	INFO 	Keyboard events cleared
1.6327 	EXP 	Sound start_tone started
1.6356 	DATA 	Keypress: return
1.6402 	WARNING 	t of last frame was 324.22ms (=1/3)
1.6402 	EXP 	ctl1_instruction_text: autoDraw = False
1.6402 	EXP 	read_number: height = 0.07
1.6402 	EXP 	read_number: height = 0.07
1.6402 	EXP 	read_number: height = 0.07
1.6402 	EXP 	read_number: text = 1022
1.8138 	EXP 	read_number: autoDraw = True
1.8292 	EXP 	Sound start_tone stopped
2.4232 	DATA 	Keypress: space
2.4279 	EXP 	read_number: height = 0.07
2.4279 	EXP 	read_number: height = 0.07
2.4279 	EXP 	read_number: height = 0.07
2.4279 	EXP 	read_number: text = '1009'
2.5565 	DATA 	Keypress: space
2.5628 	EXP 	read_number: height = 0.07
2.5628 	EXP 	read_number: height = 0.07
2.5628 	EXP 	read_number: height = 0.07
2.5628 	EXP 	read_number: text = '996'
2.7170 	EXP 	read_number: height = 0.07
2.7170 	EXP 	read_number: height = 0.07
2.7170 	EXP 	read_number: height = 0.07
2.7170 	EXP 	read_number: text = '983'
2.7192 	DATA 	Keypress: space
2.8526 	DATA 	Keypress: space
2.8582 	EXP 	read_number: height = 0.07
2.8582 	EXP 	read_number: height = 0.07
2.8582 	EXP 	read_number: height = 0.07
2.8582 	EXP 	read_number: text = '970'
2.9998 	DATA 	Keypress: space
3.0077 	EXP 	read_number: height = 0.07
3.0077 	EXP 	read_number: height = 0.07
3.0077 	EXP 	read_number: height = 0.07
3.0077 	EXP 	read_number: text = '957'
3.1526 	DATA 	Keypress: space
3.1577 	EXP 	read_number: height = 0.07
3.1577 	EXP 	read_number: height = 0.07
3.1577 	EXP 	read_number: height = 0.07
3.1577 	EXP 	read_number: text = '944'
3.3145 	EXP 	read_number: height = 0.07
3.3145 	EXP 	read_number: height = 0.07
3.3145 	EXP 	read_number: height = 0.07
3.3145 	EXP 	read_number: text = '931'
3.3167 	DATA 	Keypress: space
3.4666 	DATA 	Keypress: space
3.4745 	EXP 	read_number: height = 0.07
3.4745 	EXP 	read_number: height = 0.07
3.4745 	EXP 	read_number: height = 0.07
3.4745 	EXP 	read_number: text = '918'
3.6168 	DATA 	Keypress: space
3.6209 	EXP 	read_number: height = 0.07
3.6209 	EXP 	read_number: height = 0.07
3.6209 	EXP 	read_number: height = 0.07
3.6209 	EXP 	read_number: text = '905'
3.7622 	DATA 	Keypress: space
3.7663 	EXP 	read_number: height = 0.07
3.7663 	EXP 	read_number: height = 0.07
3.7663 	EXP 	read_number: height = 0.07
3.7663 	EXP 	read_number: text = '892'
4.0784 	DATA 	Keypress: space
4.0825 	EXP 	read_number: height = 0.07
4.0825 	EXP 	read_number: height = 0.07
4.0825 	EXP 	read_number: height = 0.07
4.0825 	EXP 	read_number: text = '879'
4.2297 	DATA 	Keypress: space
4.2340 	EXP 	read_number: height = 0.07
4.2340 	EXP 	read_number: height = 0.07
4.2340 	EXP 	read_number: height = 0.07
4.2340 	EXP 	read_number: text = '866'
4.3960 	DATA 	Keypress: space
4.4001 	EXP 	read_number: height = 0.07
4.4001 	EXP 	read_number: height = 0.07
4.4001 	EXP 	read_number: height = 0.07
4.4001 	EXP 	read_number: text = '853'
4.5683 	DATA 	Keypress: space
4.5742 	EXP 	read_number: height = 0.07
4.5742 	EXP 	read_number: height = 0.07
4.5742 	EXP 	read_number: height = 0.07
4.5742 	EXP 	read_number: text = '840'
4.7484 	DATA 	Keypress: space
4.7531 	EXP 	read_number: height = 0.07
4.7531 	EXP 	read_number: height = 0.07
4.7531 	EXP 	read_number: height = 0.07
4.7531 	EXP 	read_number: text = '827'
4.9000 	DATA 	Keypress: space
4.9077 	EXP 	read_number: height = 0.07
4.9077 	EXP 	read_number: height = 0.07
4.9077 	EXP 	read_number: height = 0.07
4.9077 	EXP 	read_number: text = '814'
5.0638 	DATA 	Keypress: space
5.0677 	EXP 	read_number: height = 0.07
5.0677 	EXP 	read_number: height = 0.07
5.0677 	EXP 	read_number: height = 0.07
5.0677 	EXP 	read_number: text = '801'
5.2337 	DATA 	Keypress: space
5.2404 	EXP 	read_number: height = 0.07
5.2404 	EXP 	read_number: height = 0.07
5.2404 	EXP 	read_number: height = 0.07
5.2404 	EXP 	read_number: text = '788'
5.3960 	DATA 	Keypress: space
5.4000 	EXP 	read_number: height = 0.07
5.4000 	EXP 	read_number: height = 0.07
5.4000 	EXP 	read_number: height = 0.07
5.4000 	EXP 	read_number: text = '775'
5.5819 	DATA 	Keypress: space
5.5860 	EXP 	read_number: height = 0.07
5.5860 	EXP 	read_number: height = 0.07
5.5860 	EXP 	read_number: height = 0.07
5.5860 	EXP 	read_number: text = '762'
5.7302 	DATA 	Keypress: space
5.7343 	EXP 	read_number: height = 0.07
5.7343 	EXP 	read_number: height = 0.07
5.7343 	EXP 	read_number: height = 0.07
5.7343 	EXP 	read_number: text = '749'
5.8796 	DATA 	Keypress: space
5.8837 	EXP 	read_number: height = 0.07
5.8837 	EXP 	read_number: height = 0.07
5.8837 	EXP 	read_number: height = 0.07
5.8837 	EXP 	read_number: text = '736'
6.4373 	DATA 	Keypress: escape
6.4415 	WARNING 	t of last frame was 49.98ms (=1/20)
6.4665 	EXP 	TSST_fnirs_V4_FULL: status = STOPPED
6.4743 	EXP 	read_number: autoDraw = False
6.4743 	EXP 	TSST_fnirs_V4_FULL: status = STOPPED
6.4765 	INFO 	saved data to '/Users/Isaac/Documents/TSST/TSST_V4/data/490516_TSST_fnirs_V4_FULL_2025-10-16_08h38.03.274.csv'
6.4782 	INFO 	saved data to /Users/Isaac/Documents/TSST/TSST_V4/data/490516_TSST_fnirs_V4_FULL_2025-10-16_08h38.03.274.psydat
6.5136 	EXP 	window1: mouseVisible = True
6.7930 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
6.7932 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
